record_id,localized_code,base_code,country_code,country,country_group,title,doc_type,category,document_family,role_family,owner_channel,mailbox_function,filename,related_docs,keywords,region_scope,language,is_localized,active,version,zip_internal_path,source_zip,filename_is_exact,dummy_url
IN-HR-053,IN-HR-053,HR-053,IN,India,India,Career Architecture - Business Analyst,career_architecture,Talent Development,talent_development,Business Analysis,talentdevelopment@company.com,talent_development,IN-HR-053_Career_Architecture_Business_Analyst.docx,"IN-HR-035, IN-HR-042, IN-HR-049, IN-HR-050",India | Talent Development | Career Architecture - Business Analyst | Business Analysis,country_specific,English,True,True,1,India/IN-HR-053_Career_Architecture_Business_Analyst.docx,hr_career_architecture_25_docx.zip,yes,https://hr-docs.company.com/in/IN-HR-053_Career_Architecture_Business_Analyst.docx
IN-HR-054,IN-HR-054,HR-054,IN,India,India,Career Architecture - Engineering Manager,career_architecture,Talent Development,talent_development,Engineering Management,talentdevelopment@company.com,talent_development,IN-HR-054_Career_Architecture_Engineering_Manager.docx,"IN-HR-035, IN-HR-042, IN-HR-049, IN-HR-050",India | Talent Development | Career Architecture - Engineering Manager | Engineering Management,country_specific,English,True,True,1,India/IN-HR-054_Career_Architecture_Engineering_Manager.docx,hr_career_architecture_25_docx.zip,yes,https://hr-docs.company.com/in/IN-HR-054_Career_Architecture_Engineering_Manager.docx
IN-HR-055,IN-HR-055,HR-055,IN,India,India,Career Architecture - Software Engineer,career_architecture,Talent Development,talent_development,Software Engineering,talentdevelopment@company.com,talent_development,IN-HR-055_Career_Architecture_Software_Engineer.docx,"IN-HR-035, IN-HR-042, IN-HR-049, IN-HR-050",India | Talent Development | Career Architecture - Software Engineer | Software Engineering,country_specific,English,True,True,1,India/IN-HR-055_Career_Architecture_Software_Engineer.docx,hr_career_architecture_25_docx.zip,yes,https://hr-docs.company.com/in/IN-HR-055_Career_Architecture_Software_Engineer.docx
BR-HR-001,BR-HR-001,HR-001,BR,Brazil,Brazil,Workplace Respect Policy,policy,Employee Relations,employee_relations,,peopleteam@company.com,people_operations,BR-HR-001_Workplace_Respect_Policy.docx,"BR-HR-002, BR-HR-003, BR-HR-005, BR-HR-043",Brazil | Employee Relations | Workplace Respect Policy,country_specific,English,True,True,1,Brazil/BR-HR-001_Workplace_Respect_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-001_Workplace_Respect_Policy.docx
BR-HR-002,BR-HR-002,HR-002,BR,Brazil,Brazil,Professional Communication Standards,policy,Employee Relations,employee_relations,,peopleteam@company.com,people_operations,BR-HR-002_Professional_Communication_Standards.docx,"BR-HR-001, BR-HR-003, BR-HR-039, BR-HR-049",Brazil | Employee Relations | Professional Communication Standards,country_specific,English,True,True,1,Brazil/BR-HR-002_Professional_Communication_Standards.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-002_Professional_Communication_Standards.docx
BR-HR-003,BR-HR-003,HR-003,BR,Brazil,Brazil,Anti-Harassment Policy,policy,Employee Relations,employee_relations,,peopleteam@company.com,people_operations,BR-HR-003_Anti-Harassment_Policy.docx,"BR-HR-004, BR-HR-005, BR-HR-008, BR-HR-043",Brazil | Employee Relations | Anti-Harassment Policy,country_specific,English,True,True,1,Brazil/BR-HR-003_Anti-Harassment_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-003_Anti-Harassment_Policy.docx
BR-HR-004,BR-HR-004,HR-004,BR,Brazil,Brazil,Non-Retaliation and Protected Reporting Policy,policy,Compliance,compliance,,compliance@company.com,compliance,BR-HR-004_Non-Retaliation_and_Protected_Reporting_Policy.docx,"BR-HR-003, BR-HR-005, BR-HR-007, BR-HR-050",Brazil | Compliance | Non-Retaliation and Protected Reporting Policy,country_specific,English,True,True,1,Brazil/BR-HR-004_Non-Retaliation_and_Protected_Reporting_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-004_Non-Retaliation_and_Protected_Reporting_Policy.docx
BR-HR-005,BR-HR-005,HR-005,BR,Brazil,Brazil,Grievance Intake and Resolution Procedure,policy,Employee Relations,employee_relations,,peopleteam@company.com,people_operations,BR-HR-005_Grievance_Intake_and_Resolution_Procedure.docx,"BR-HR-001, BR-HR-003, BR-HR-004, BR-HR-049",Brazil | Employee Relations | Grievance Intake and Resolution Procedure,country_specific,English,True,True,1,Brazil/BR-HR-005_Grievance_Intake_and_Resolution_Procedure.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-005_Grievance_Intake_and_Resolution_Procedure.docx
BR-HR-006,BR-HR-006,HR-006,BR,Brazil,Brazil,Conflict of Interest Disclosure Policy,policy,Compliance,compliance,,compliance@company.com,compliance,BR-HR-006_Conflict_of_Interest_Disclosure_Policy.docx,"BR-HR-007, BR-HR-028, BR-HR-050",Brazil | Compliance | Conflict of Interest Disclosure Policy,country_specific,English,True,True,1,Brazil/BR-HR-006_Conflict_of_Interest_Disclosure_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-006_Conflict_of_Interest_Disclosure_Policy.docx
BR-HR-007,BR-HR-007,HR-007,BR,Brazil,Brazil,Whistleblower Reporting Policy,policy,Compliance,compliance,,compliance@company.com,compliance,BR-HR-007_Whistleblower_Reporting_Policy.docx,"BR-HR-004, BR-HR-006, BR-HR-050",Brazil | Compliance | Whistleblower Reporting Policy,country_specific,English,True,True,1,Brazil/BR-HR-007_Whistleblower_Reporting_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-007_Whistleblower_Reporting_Policy.docx
BR-HR-008,BR-HR-008,HR-008,BR,Brazil,Brazil,Equal Opportunity and Non-Discrimination Policy,policy,Compliance,compliance,,compliance@company.com,compliance,BR-HR-008_Equal_Opportunity_and_Non-Discrimination_Policy.docx,"BR-HR-003, BR-HR-009, BR-HR-010, BR-HR-029",Brazil | Compliance | Equal Opportunity and Non-Discrimination Policy,country_specific,English,True,True,1,Brazil/BR-HR-008_Equal_Opportunity_and_Non-Discrimination_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-008_Equal_Opportunity_and_Non-Discrimination_Policy.docx
BR-HR-009,BR-HR-009,HR-009,BR,Brazil,Brazil,"Diversity, Equity, and Inclusion Principles",policy,Employee Relations,employee_relations,,peopleteam@company.com,people_operations,"BR-HR-009_Diversity,_Equity,_and_Inclusion_Principles.docx","BR-HR-001, BR-HR-008, BR-HR-029, BR-HR-045","Brazil | Employee Relations | Diversity, Equity, and Inclusion Principles",country_specific,English,True,True,1,"Brazil/BR-HR-009_Diversity,_Equity,_and_Inclusion_Principles.docx",hr_rag_50_brazil_docx.zip,yes,"https://hr-docs.company.com/br/BR-HR-009_Diversity,_Equity,_and_Inclusion_Principles.docx"
BR-HR-010,BR-HR-010,HR-010,BR,Brazil,Brazil,Accessibility and Workplace Accommodation Policy,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,BR-HR-010_Accessibility_and_Workplace_Accommodation_Policy.docx,"BR-HR-008, BR-HR-017, BR-HR-021, BR-HR-041",Brazil | HR Operations | Accessibility and Workplace Accommodation Policy,country_specific,English,True,True,1,Brazil/BR-HR-010_Accessibility_and_Workplace_Accommodation_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-010_Accessibility_and_Workplace_Accommodation_Policy.docx
BR-HR-011,BR-HR-011,HR-011,BR,Brazil,Brazil,Benefits Eligibility Overview,policy,Benefits,benefits,,benefits@company.com,benefits,BR-HR-011_Benefits_Eligibility_Overview.docx,"BR-HR-012, BR-HR-013, BR-HR-014, BR-HR-015",Brazil | Benefits | Benefits Eligibility Overview,country_specific,English,True,True,1,Brazil/BR-HR-011_Benefits_Eligibility_Overview.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-011_Benefits_Eligibility_Overview.docx
BR-HR-012,BR-HR-012,HR-012,BR,Brazil,Brazil,Benefits Enrollment and Life Event Changes,policy,Benefits,benefits,,benefits@company.com,benefits,BR-HR-012_Benefits_Enrollment_and_Life_Event_Changes.docx,"BR-HR-011, BR-HR-013, BR-HR-018, BR-HR-047",Brazil | Benefits | Benefits Enrollment and Life Event Changes,country_specific,English,True,True,1,Brazil/BR-HR-012_Benefits_Enrollment_and_Life_Event_Changes.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-012_Benefits_Enrollment_and_Life_Event_Changes.docx
BR-HR-013,BR-HR-013,HR-013,BR,Brazil,Brazil,"Medical, Dental, and Vision Benefits Guide",guide,Benefits,benefits,,benefits@company.com,benefits,"BR-HR-013_Medical,_Dental,_and_Vision_Benefits_Guide.docx","BR-HR-011, BR-HR-012, BR-HR-017","Brazil | Benefits | Medical, Dental, and Vision Benefits Guide",country_specific,English,True,True,1,"Brazil/BR-HR-013_Medical,_Dental,_and_Vision_Benefits_Guide.docx",hr_rag_50_brazil_docx.zip,yes,"https://hr-docs.company.com/br/BR-HR-013_Medical,_Dental,_and_Vision_Benefits_Guide.docx"
BR-HR-014,BR-HR-014,HR-014,BR,Brazil,Brazil,Mental Health and Wellness Support Policy,policy,Benefits,benefits,,benefits@company.com,benefits,BR-HR-014_Mental_Health_and_Wellness_Support_Policy.docx,"BR-HR-011, BR-HR-017, BR-HR-018, BR-HR-045",Brazil | Benefits | Mental Health and Wellness Support Policy,country_specific,English,True,True,1,Brazil/BR-HR-014_Mental_Health_and_Wellness_Support_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-014_Mental_Health_and_Wellness_Support_Policy.docx
BR-HR-015,BR-HR-015,HR-015,BR,Brazil,Brazil,Retirement Savings and Financial Wellbeing Policy,policy,Benefits,benefits,,benefits@company.com,benefits,BR-HR-015_Retirement_Savings_and_Financial_Wellbeing_Policy.docx,"BR-HR-011, BR-HR-028, BR-HR-046",Brazil | Benefits | Retirement Savings and Financial Wellbeing Policy,country_specific,English,True,True,1,Brazil/BR-HR-015_Retirement_Savings_and_Financial_Wellbeing_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-015_Retirement_Savings_and_Financial_Wellbeing_Policy.docx
BR-HR-016,BR-HR-016,HR-016,BR,Brazil,Brazil,Annual Vacation Entitlement Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,BR-HR-016_Annual_Vacation_Entitlement_Policy.docx,"BR-HR-020, BR-HR-021, BR-HR-022, BR-HR-038",Brazil | Leave | Annual Vacation Entitlement Policy,country_specific,English,True,True,1,Brazil/BR-HR-016_Annual_Vacation_Entitlement_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-016_Annual_Vacation_Entitlement_Policy.docx
BR-HR-017,BR-HR-017,HR-017,BR,Brazil,Brazil,Sick Leave and Medical Absence Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,BR-HR-017_Sick_Leave_and_Medical_Absence_Policy.docx,"BR-HR-010, BR-HR-013, BR-HR-020, BR-HR-021",Brazil | Leave | Sick Leave and Medical Absence Policy,country_specific,English,True,True,1,Brazil/BR-HR-017_Sick_Leave_and_Medical_Absence_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-017_Sick_Leave_and_Medical_Absence_Policy.docx
BR-HR-018,BR-HR-018,HR-018,BR,Brazil,Brazil,Parental Leave Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,BR-HR-018_Parental_Leave_Policy.docx,"BR-HR-012, BR-HR-020, BR-HR-021, BR-HR-047",Brazil | Leave | Parental Leave Policy,country_specific,English,True,True,1,Brazil/BR-HR-018_Parental_Leave_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-018_Parental_Leave_Policy.docx
BR-HR-019,BR-HR-019,HR-019,BR,Brazil,Brazil,Bereavement Leave Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,BR-HR-019_Bereavement_Leave_Policy.docx,"BR-HR-020, BR-HR-021, BR-HR-047",Brazil | Leave | Bereavement Leave Policy,country_specific,English,True,True,1,Brazil/BR-HR-019_Bereavement_Leave_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-019_Bereavement_Leave_Policy.docx
BR-HR-020,BR-HR-020,HR-020,BR,Brazil,Brazil,"Leave Approval, Documentation, and Scheduling Rules",policy,Leave,leave,,peopleteam@company.com,people_operations,"BR-HR-020_Leave_Approval,_Documentation,_and_Scheduling_Rules.docx","BR-HR-016, BR-HR-017, BR-HR-018, BR-HR-019","Brazil | Leave | Leave Approval, Documentation, and Scheduling Rules",country_specific,English,True,True,1,"Brazil/BR-HR-020_Leave_Approval,_Documentation,_and_Scheduling_Rules.docx",hr_rag_50_brazil_docx.zip,yes,"https://hr-docs.company.com/br/BR-HR-020_Leave_Approval,_Documentation,_and_Scheduling_Rules.docx"
BR-HR-021,BR-HR-021,HR-021,BR,Brazil,Brazil,Extended Leave and Return-to-Work Procedure,policy,Leave,leave,,peopleteam@company.com,people_operations,BR-HR-021_Extended_Leave_and_Return-to-Work_Procedure.docx,"BR-HR-010, BR-HR-017, BR-HR-018, BR-HR-020",Brazil | Leave | Extended Leave and Return-to-Work Procedure,country_specific,English,True,True,1,Brazil/BR-HR-021_Extended_Leave_and_Return-to-Work_Procedure.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-021_Extended_Leave_and_Return-to-Work_Procedure.docx
BR-HR-022,BR-HR-022,HR-022,BR,Brazil,Brazil,Holiday Calendar and Regional Observance Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,BR-HR-022_Holiday_Calendar_and_Regional_Observance_Policy.docx,"BR-HR-016, BR-HR-020, BR-HR-038",Brazil | Leave | Holiday Calendar and Regional Observance Policy,country_specific,English,True,True,1,Brazil/BR-HR-022_Holiday_Calendar_and_Regional_Observance_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-022_Holiday_Calendar_and_Regional_Observance_Policy.docx
BR-HR-023,BR-HR-023,HR-023,BR,Brazil,Brazil,Payroll Schedule and Payslip Review Policy,process,Payroll,payroll,,payroll@company.com,payroll,BR-HR-023_Payroll_Schedule_and_Payslip_Review_Policy.docx,"BR-HR-024, BR-HR-027, BR-HR-048, BR-HR-049",Brazil | Payroll | Payroll Schedule and Payslip Review Policy,country_specific,English,True,True,1,Brazil/BR-HR-023_Payroll_Schedule_and_Payslip_Review_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-023_Payroll_Schedule_and_Payslip_Review_Policy.docx
BR-HR-024,BR-HR-024,HR-024,BR,Brazil,Brazil,Payroll Corrections and Escalation Procedure,policy,Payroll,payroll,,payroll@company.com,payroll,BR-HR-024_Payroll_Corrections_and_Escalation_Procedure.docx,"BR-HR-023, BR-HR-025, BR-HR-027, BR-HR-048",Brazil | Payroll | Payroll Corrections and Escalation Procedure,country_specific,English,True,True,1,Brazil/BR-HR-024_Payroll_Corrections_and_Escalation_Procedure.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-024_Payroll_Corrections_and_Escalation_Procedure.docx
BR-HR-025,BR-HR-025,HR-025,BR,Brazil,Brazil,Expense Reimbursement Policy,policy,Payroll,payroll,,payroll@company.com,payroll,BR-HR-025_Expense_Reimbursement_Policy.docx,"BR-HR-024, BR-HR-026, BR-HR-049",Brazil | Payroll | Expense Reimbursement Policy,country_specific,English,True,True,1,Brazil/BR-HR-025_Expense_Reimbursement_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-025_Expense_Reimbursement_Policy.docx
BR-HR-026,BR-HR-026,HR-026,BR,Brazil,Brazil,Travel and Business Expense Approval Rules,policy,Payroll,payroll,,payroll@company.com,payroll,BR-HR-026_Travel_and_Business_Expense_Approval_Rules.docx,"BR-HR-025, BR-HR-049, BR-HR-050",Brazil | Payroll | Travel and Business Expense Approval Rules,country_specific,English,True,True,1,Brazil/BR-HR-026_Travel_and_Business_Expense_Approval_Rules.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-026_Travel_and_Business_Expense_Approval_Rules.docx
BR-HR-027,BR-HR-027,HR-027,BR,Brazil,Brazil,"Overtime, Timekeeping, and Attendance Policy",policy,Payroll,payroll,,payroll@company.com,payroll,"BR-HR-027_Overtime,_Timekeeping,_and_Attendance_Policy.docx","BR-HR-023, BR-HR-024, BR-HR-038","Brazil | Payroll | Overtime, Timekeeping, and Attendance Policy",country_specific,English,True,True,1,"Brazil/BR-HR-027_Overtime,_Timekeeping,_and_Attendance_Policy.docx",hr_rag_50_brazil_docx.zip,yes,"https://hr-docs.company.com/br/BR-HR-027_Overtime,_Timekeeping,_and_Attendance_Policy.docx"
BR-HR-028,BR-HR-028,HR-028,BR,Brazil,Brazil,Compensation Review and Job Level Governance,process,Payroll,payroll,,payroll@company.com,payroll,BR-HR-028_Compensation_Review_and_Job_Level_Governance.docx,"BR-HR-006, BR-HR-015, BR-HR-046",Brazil | Payroll | Compensation Review and Job Level Governance,country_specific,English,True,True,1,Brazil/BR-HR-028_Compensation_Review_and_Job_Level_Governance.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-028_Compensation_Review_and_Job_Level_Governance.docx
BR-HR-029,BR-HR-029,HR-029,BR,Brazil,Brazil,Recruitment and Selection Standards,policy,Recruitment,recruitment,,recruitment@company.com,recruitment,BR-HR-029_Recruitment_and_Selection_Standards.docx,"BR-HR-008, BR-HR-030, BR-HR-031, BR-HR-032",Brazil | Recruitment | Recruitment and Selection Standards,country_specific,English,True,True,1,Brazil/BR-HR-029_Recruitment_and_Selection_Standards.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-029_Recruitment_and_Selection_Standards.docx
BR-HR-030,BR-HR-030,HR-030,BR,Brazil,Brazil,Candidate Data Privacy Notice,policy,Recruitment,recruitment,,recruitment@company.com,recruitment,BR-HR-030_Candidate_Data_Privacy_Notice.docx,"BR-HR-029, BR-HR-031, BR-HR-032, BR-HR-033",Brazil | Recruitment | Candidate Data Privacy Notice,country_specific,English,True,True,1,Brazil/BR-HR-030_Candidate_Data_Privacy_Notice.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-030_Candidate_Data_Privacy_Notice.docx
BR-HR-031,BR-HR-031,HR-031,BR,Brazil,Brazil,"Interviewing, Feedback, and Hiring Panel Procedure",policy,Recruitment,recruitment,,recruitment@company.com,recruitment,"BR-HR-031_Interviewing,_Feedback,_and_Hiring_Panel_Procedure.docx","BR-HR-029, BR-HR-030, BR-HR-033","Brazil | Recruitment | Interviewing, Feedback, and Hiring Panel Procedure",country_specific,English,True,True,1,"Brazil/BR-HR-031_Interviewing,_Feedback,_and_Hiring_Panel_Procedure.docx",hr_rag_50_brazil_docx.zip,yes,"https://hr-docs.company.com/br/BR-HR-031_Interviewing,_Feedback,_and_Hiring_Panel_Procedure.docx"
BR-HR-032,BR-HR-032,HR-032,BR,Brazil,Brazil,Background Verification and Pre-Employment Checks,policy,Recruitment,recruitment,,recruitment@company.com,recruitment,BR-HR-032_Background_Verification_and_Pre-Employment_Checks.docx,"BR-HR-029, BR-HR-030, BR-HR-033",Brazil | Recruitment | Background Verification and Pre-Employment Checks,country_specific,English,True,True,1,Brazil/BR-HR-032_Background_Verification_and_Pre-Employment_Checks.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-032_Background_Verification_and_Pre-Employment_Checks.docx
BR-HR-033,BR-HR-033,HR-033,BR,Brazil,Brazil,Offer Approval and Preboarding Process,process,Recruitment,recruitment,,recruitment@company.com,recruitment,BR-HR-033_Offer_Approval_and_Preboarding_Process.docx,"BR-HR-030, BR-HR-032, BR-HR-034",Brazil | Recruitment | Offer Approval and Preboarding Process,country_specific,English,True,True,1,Brazil/BR-HR-033_Offer_Approval_and_Preboarding_Process.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-033_Offer_Approval_and_Preboarding_Process.docx
BR-HR-034,BR-HR-034,HR-034,BR,Brazil,Brazil,Onboarding First 30 Days Policy,policy,Onboarding,onboarding,,onboarding@company.com,onboarding,BR-HR-034_Onboarding_First_30_Days_Policy.docx,"BR-HR-033, BR-HR-035, BR-HR-039, BR-HR-049",Brazil | Onboarding | Onboarding First 30 Days Policy,country_specific,English,True,True,1,Brazil/BR-HR-034_Onboarding_First_30_Days_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-034_Onboarding_First_30_Days_Policy.docx
BR-HR-035,BR-HR-035,HR-035,BR,Brazil,Brazil,Probation Review and Confirmation Process,process,Onboarding,onboarding,,onboarding@company.com,onboarding,BR-HR-035_Probation_Review_and_Confirmation_Process.docx,"BR-HR-034, BR-HR-042, BR-HR-043",Brazil | Onboarding | Probation Review and Confirmation Process,country_specific,English,True,True,1,Brazil/BR-HR-035_Probation_Review_and_Confirmation_Process.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-035_Probation_Review_and_Confirmation_Process.docx
BR-HR-036,BR-HR-036,HR-036,BR,Brazil,Brazil,Remote Work Eligibility and Expectations Policy,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,BR-HR-036_Remote_Work_Eligibility_and_Expectations_Policy.docx,"BR-HR-037, BR-HR-038, BR-HR-039, BR-HR-040",Brazil | HR Operations | Remote Work Eligibility and Expectations Policy,country_specific,English,True,True,1,Brazil/BR-HR-036_Remote_Work_Eligibility_and_Expectations_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-036_Remote_Work_Eligibility_and_Expectations_Policy.docx
BR-HR-037,BR-HR-037,HR-037,BR,Brazil,Brazil,Hybrid Work Coordination Policy,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,BR-HR-037_Hybrid_Work_Coordination_Policy.docx,"BR-HR-036, BR-HR-038, BR-HR-049",Brazil | HR Operations | Hybrid Work Coordination Policy,country_specific,English,True,True,1,Brazil/BR-HR-037_Hybrid_Work_Coordination_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-037_Hybrid_Work_Coordination_Policy.docx
BR-HR-038,BR-HR-038,HR-038,BR,Brazil,Brazil,Working Hours and Availability Expectations,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,BR-HR-038_Working_Hours_and_Availability_Expectations.docx,"BR-HR-016, BR-HR-022, BR-HR-027, BR-HR-036",Brazil | HR Operations | Working Hours and Availability Expectations,country_specific,English,True,True,1,Brazil/BR-HR-038_Working_Hours_and_Availability_Expectations.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-038_Working_Hours_and_Availability_Expectations.docx
BR-HR-039,BR-HR-039,HR-039,BR,Brazil,Brazil,"IT Access, Identity, and Acceptable Use Policy",policy,HR Operations,hr_operations,,itsupport@company.com,it_support,"BR-HR-039_IT_Access,_Identity,_and_Acceptable_Use_Policy.docx","BR-HR-034, BR-HR-036, BR-HR-040, BR-HR-047","Brazil | HR Operations | IT Access, Identity, and Acceptable Use Policy",country_specific,English,True,True,1,"Brazil/BR-HR-039_IT_Access,_Identity,_and_Acceptable_Use_Policy.docx",hr_rag_50_brazil_docx.zip,yes,"https://hr-docs.company.com/br/BR-HR-039_IT_Access,_Identity,_and_Acceptable_Use_Policy.docx"
BR-HR-040,BR-HR-040,HR-040,BR,Brazil,Brazil,Information Security Awareness for Employees,policy,HR Operations,hr_operations,,itsupport@company.com,it_support,BR-HR-040_Information_Security_Awareness_for_Employees.docx,"BR-HR-036, BR-HR-039, BR-HR-041, BR-HR-047",Brazil | HR Operations | Information Security Awareness for Employees,country_specific,English,True,True,1,Brazil/BR-HR-040_Information_Security_Awareness_for_Employees.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-040_Information_Security_Awareness_for_Employees.docx
BR-HR-041,BR-HR-041,HR-041,BR,Brazil,Brazil,Employee Records Management Policy,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,BR-HR-041_Employee_Records_Management_Policy.docx,"BR-HR-010, BR-HR-030, BR-HR-039, BR-HR-047",Brazil | HR Operations | Employee Records Management Policy,country_specific,English,True,True,1,Brazil/BR-HR-041_Employee_Records_Management_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-041_Employee_Records_Management_Policy.docx
BR-HR-042,BR-HR-042,HR-042,BR,Brazil,Brazil,Manager Responsibilities in People Operations,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,BR-HR-042_Manager_Responsibilities_in_People_Operations.docx,"BR-HR-020, BR-HR-035, BR-HR-043, BR-HR-049",Brazil | HR Operations | Manager Responsibilities in People Operations,country_specific,English,True,True,1,Brazil/BR-HR-042_Manager_Responsibilities_in_People_Operations.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-042_Manager_Responsibilities_in_People_Operations.docx
BR-HR-043,BR-HR-043,HR-043,BR,Brazil,Brazil,Performance Improvement and Corrective Action Policy,policy,Employee Relations,employee_relations,,peopleteam@company.com,people_operations,BR-HR-043_Performance_Improvement_and_Corrective_Action_Policy.docx,"BR-HR-001, BR-HR-003, BR-HR-004, BR-HR-042",Brazil | Employee Relations | Performance Improvement and Corrective Action Policy,country_specific,English,True,True,1,Brazil/BR-HR-043_Performance_Improvement_and_Corrective_Action_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-043_Performance_Improvement_and_Corrective_Action_Policy.docx
BR-HR-044,BR-HR-044,HR-044,BR,Brazil,Brazil,Internal Mobility and Role Change Procedure,policy,HR Operations,hr_operations,,talentdevelopment@company.com,talent_development,BR-HR-044_Internal_Mobility_and_Role_Change_Procedure.docx,"BR-HR-028, BR-HR-034, BR-HR-035, BR-HR-045",Brazil | HR Operations | Internal Mobility and Role Change Procedure,country_specific,English,True,True,1,Brazil/BR-HR-044_Internal_Mobility_and_Role_Change_Procedure.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-044_Internal_Mobility_and_Role_Change_Procedure.docx
BR-HR-045,BR-HR-045,HR-045,BR,Brazil,Brazil,Learning and Development Support Policy,policy,HR Operations,hr_operations,,talentdevelopment@company.com,talent_development,BR-HR-045_Learning_and_Development_Support_Policy.docx,"BR-HR-009, BR-HR-014, BR-HR-044, BR-HR-046",Brazil | HR Operations | Learning and Development Support Policy,country_specific,English,True,True,1,Brazil/BR-HR-045_Learning_and_Development_Support_Policy.docx,hr_rag_50_brazil_docx.zip,yes,https://hr-docs.company.com/br/BR-HR-045_Learning_and_Development_Support_Policy.docx
BR-HR-046,BR-HR-046,HR-046,BR,Brazil,Brazil,"Recognition, Awards, and Spot Bonus Guidelines",guide,Benefits,benefits,,benefits@company.com,benefits,"BR-HR-046_Recognition,_Awards,_and_Spot_Bonus_Guidelines.docx","BR-HR-015, BR-HR-028, BR-HR-045","Brazil | Benefits | Recognition, Awards, and Spot Bonus Guidelines",country_specific,English,True,True,1,"Brazil/BR-HR-046_Recognition,_Awards,_and_Spot_Bonus_Guidelines.docx",hr_rag_50_brazil_docx.zip,yes,"https://hr-docs.company.com/br/BR-HR-046_Recognition,_Awards,_and_Spot_Bonus_Guidelines.docx"
